chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
JH129983	75547	81864	-	lme_circ_0000759	6317	151	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000001415	ANKMY1	Nitsche2013
JH127273	618847	619037	*	lme_circ_0000604	190	190	testis	None	INTERGENIC	None	None	Nitsche2013
JH126592	1258069	1259468	*	lme_circ_0001115	1399	1399	testis	None	INTERGENIC	None	None	Nitsche2013
JH127034	209713	209892	+	lme_circ_0000249	179	179	liver, testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005946	SLTM	Nitsche2013
JH126578	3061035	3062161	-	lme_circ_0000475	1126	164	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020991	GLTSCR2	Nitsche2013
JH126613	56706	56865	+	lme_circ_0000800	159	159	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003012	ACTL9	Nitsche2013
JH127032	689736	692444	-	lme_circ_0000135	2708	172	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013926	sqlea (3 of 5)	Nitsche2013
JH127585	639413	720625	+	lme_circ_0000444	81212	2128	liver, testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000013459	ERCC6L2	Nitsche2013
JH126659	369563	370423	-	lme_circ_0000669	860	129	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009969	TSPAN31	Nitsche2013
JH127127	906169	907624	-	lme_circ_0000146	1455	189	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025413	APOB	Nitsche2013
JH127907	595908	596030	-	lme_circ_0000128	122	122	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012834	OIT3	Nitsche2013
JH126570	3267220	3267361	+	lme_circ_0000201	141	141	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021106	gcn1l1 (1 of 2)	Nitsche2013
JH128384	36608	38151	-	lme_circ_0000641	1543	130	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000269	DENND4B	Nitsche2013
JH132430	1684	4719	*	lme_circ_0000574	3035	3035	liver, testis	None	INTERGENIC	None	None	Nitsche2013
JH129727	99464	100237	-	lme_circ_0000445	773	100	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000024887	ALDOB	Nitsche2013
JH128526	404887	405062	*	lme_circ_0000965	175	175	testis	None	INTERGENIC	None	None	Nitsche2013
JH126593	2978489	2979636	-	lme_circ_0000353	1147	108	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020950	slc22a6l (3 of 3)	Nitsche2013
JH127495	458198	464402	-	lme_circ_0000644	6204	183	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011074	ENSLACG00000009673	Nitsche2013
JH126569	3655910	3658588	-	lme_circ_0000186	2678	190	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021254	STAB1	Nitsche2013
JH126974	320228	320392	+	lme_circ_0000672	164	164	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009236	tekt4	Nitsche2013
JH126787	1189193	1190596	-	lme_circ_0000377	1403	1403	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON, UTR5	ENSLACT00000025258	HGD	Nitsche2013
JH126711	881982	905373	-	lme_circ_0000556	23391	80	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015541	HNRNPA2B1	Nitsche2013
JH128614	89781	93863	+	lme_circ_0000678	4082	130	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000001134	DCAF12	Nitsche2013
JH129057	105653	131631	-	lme_circ_0000858	25978	164	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002629	SPEF2	Nitsche2013
JH126611	368393	368529	-	lme_circ_0000912	136	136	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009913	TP53BP1	Nitsche2013
JH130759	86798	92164	+	lme_circ_0000161	5366	180	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003904	habp2 (2 of 2)	Nitsche2013
JH126857	781402	790163	-	lme_circ_0000171	8761	162	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000014531	psap	Nitsche2013
JH127352	792251	800297	+	lme_circ_0000972	8046	124	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014821	ENSLACG00000012952	Nitsche2013
JH129680	145104	155279	-	lme_circ_0000877	10175	167	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005552	YTHDC1	Nitsche2013
JH126838	1661878	1662065	*	lme_circ_0000593	187	187	testis	None	INTERGENIC	None	None	Nitsche2013
JH127634	652400	656631	+	lme_circ_0000840	4231	185	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012438	CNOT1	Nitsche2013
JH127989	361308	363635	-	lme_circ_0000778	2327	145	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009717	ABCB8	Nitsche2013
AFYH01274008	809	3971	*	lme_circ_0000149	3162	3162	liver	None	INTERGENIC	None	None	Nitsche2013
JH126576	3593298	3608783	*	lme_circ_0000316	15485	15485	liver	None	INTERGENIC	None	None	Nitsche2013
JH126645	359732	359890	-	lme_circ_0000627	158	158	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009851	PIGV	Nitsche2013
JH126568	6473342	6474779	-	lme_circ_0000293	1437	189	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021788	MTCH2	Nitsche2013
JH126643	1890361	1899296	+	lme_circ_0000794	8935	241	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025573	DRC1	Nitsche2013
JH129503	89986	91436	*	lme_circ_0000585	1450	1450	testis	None	INTERGENIC	None	None	Nitsche2013
JH126803	1172212	1182891	*	lme_circ_0001120	10679	10679	testis	None	INTERGENIC	None	None	Nitsche2013
JH128579	381129	389761	-	lme_circ_0000383	8632	694	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000008676	MLLT3	Nitsche2013
JH129141	245380	246898	-	lme_circ_0000749	1518	115	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000007651	ttll3	Nitsche2013
JH129621	185265	193390	-	lme_circ_0000922	8125	155	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006442	DNAJA4	Nitsche2013
JH126990	11063	11203	-	lme_circ_0000138	140	140	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000001301	F10	Nitsche2013
JH126742	640566	640673	*	lme_circ_0000258	107	107	liver	None	INTERGENIC	None	None	Nitsche2013
JH126818	369927	377801	-	lme_circ_0000675	7874	92	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026387	ALS2CR11	Nitsche2013
JH126776	628661	628873	-	lme_circ_0000601	212	212	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000013363	DCAF7	Nitsche2013
JH131072	77746	77882	-	lme_circ_0000219	136	136	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003329	EEF1A1	Nitsche2013
JH126628	534722	534866	*	lme_circ_0000726	144	144	testis	None	INTERGENIC	None	None	Nitsche2013
JH129100	43716	44099	*	lme_circ_0000072	383	383	liver	None	INTERGENIC	None	None	Nitsche2013
JH126759	1550753	1551419	-	lme_circ_0000960	666	164	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018699	DNM2	Nitsche2013
JH128037	319313	324562	+	lme_circ_0000812	5249	107	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000008970	SF3A3	Nitsche2013
JH127275	686729	686852	*	lme_circ_0000734	123	123	testis	None	INTERGENIC	None	None	Nitsche2013
JH129286	110834	117624	-	lme_circ_0000274	6790	254	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004556	ENSLACG00000004019	Nitsche2013
JH126813	282879	284553	-	lme_circ_0000291	1674	244	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026201	RELN	Nitsche2013
JH129762	69143	76914	-	lme_circ_0000849	7771	132	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003400	C1orf94	Nitsche2013
JH126674	656834	656998	*	lme_circ_0000402	164	164	liver	None	INTERGENIC	None	None	Nitsche2013
JH128870	330969	331688	+	lme_circ_0000434	719	143	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000009340	ZNRD1	Nitsche2013
JH126768	1435551	1440011	+	lme_circ_0000928	4460	161	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018275	zgc:123305	Nitsche2013
JH127856	551195	551689	+	lme_circ_0000191	494	126	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011998	PRPF8	Nitsche2013
JH127324	323858	330397	*	lme_circ_0000266	6539	6539	liver	None	INTERGENIC	None	None	Nitsche2013
JH133300	11477	12042	*	lme_circ_0001008	565	565	testis	None	INTERGENIC	None	None	Nitsche2013
JH126766	1673315	1675604	-	lme_circ_0000534	2289	232	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018849	ENSLACG00000016476	Nitsche2013
JH127593	792178	792339	-	lme_circ_0000783	161	161	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000014508	GLB1L	Nitsche2013
JH126587	472598	473220	+	lme_circ_0000685	622	144	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025531	C1orf194	Nitsche2013
JH126664	1029579	1030976	-	lme_circ_0000418	1397	119	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000016418	RBM8A	Nitsche2013
JH126749	19575	19719	+	lme_circ_0000309	144	144	liver	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026005	AGT	Nitsche2013
JH128883	20641	20805	-	lme_circ_0000860	164	164	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000001317	NPTXR	Nitsche2013
JH126892	921126	921269	-	lme_circ_0000029	143	143	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000015826	AP2M1	Nitsche2013
JH127364	375293	401140	+	lme_circ_0000334	25847	24337	liver, testis	None	ALT_ACCEPTOR, CDS, coding, OVCODE, OVEXON, upstream_start	ENSLACT00000010479	POLA2	Nitsche2013
JH126968	444629	444846	-	lme_circ_0000463	217	217	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000011100	CCBL2	Nitsche2013
JH126620	506040	508537	-	lme_circ_0000359	2497	285	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	ENSLACT00000011980	SERPIND1	Nitsche2013
JH127900	367243	382454	*	lme_circ_0000697	15211	15211	testis	None	INTERGENIC	None	None	Nitsche2013
JH135580	630	5831	+	lme_circ_0000623	5201	183	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000135	ENSLACG00000000118	Nitsche2013
JH128837	159614	164051	*	lme_circ_0000036	4437	4437	liver	None	INTERGENIC	None	None	Nitsche2013
JH126622	2220024	2220189	*	lme_circ_0001082	165	165	testis	None	INTERGENIC	None	None	Nitsche2013
JH126623	1657878	1659964	+	lme_circ_0000904	2086	88	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018911	MAP7D3	Nitsche2013
JH127031	600932	601065	+	lme_circ_0000611	133	133	testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012907	RRM2	Nitsche2013
JH128313	424019	425479	+	lme_circ_0000633	1460	168	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010540	RALBP1	Nitsche2013
JH129489	187218	187394	+	lme_circ_0000660	176	176	testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006572	FBXO24	Nitsche2013
JH127003	1286286	1292542	+	lme_circ_0001050	6256	1087	testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON, UTR5	ENSLACT00000025499	C15orf48	Nitsche2013
JH128565	108178	109020	-	lme_circ_0000031	842	121	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026513	si:dkey-40c11.2	Nitsche2013
JH129425	126580	126721	+	lme_circ_0000237	141	141	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000005137	SAT1	Nitsche2013
JH127950	30555	36834	-	lme_circ_0000705	6279	240	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002022	ENSLACG00000001796	Nitsche2013
JH126766	334820	334960	+	lme_circ_0001094	140	140	testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008985	KEAP1	Nitsche2013
JH126596	1828528	1829775	+	lme_circ_0000837	1247	177	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000019339	ENSLACG00000016895	Nitsche2013
JH126646	2348137	2350813	+	lme_circ_0000114	2676	174	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000020323	DBI	Nitsche2013
JH126833	51716	51856	-	lme_circ_0000264	140	140	liver	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000002871	GATA6	Nitsche2013
JH128523	343311	343496	+	lme_circ_0000632	185	185	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000008822	UBE2I	Nitsche2013
JH126563	6952654	6952812	*	lme_circ_0000058	158	158	liver, testis	None	INTERGENIC	None	None	Nitsche2013
JH128047	347841	349530	+	lme_circ_0001052	1689	152	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009491	CPSF3	Nitsche2013
JH127943	77466	93686	*	lme_circ_0000343	16220	16220	liver	None	INTERGENIC	None	None	Nitsche2013
JH129627	167045	167190	-	lme_circ_0000824	145	145	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000006110	MKL1	Nitsche2013
JH129470	65653	65791	-	lme_circ_0001032	138	138	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002672	DNAJA2	Nitsche2013
JH126613	1871486	1872675	-	lme_circ_0000210	1189	143	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000019482	ANGPTL4	Nitsche2013
JH126562	8820480	8822363	+	lme_circ_0000716	1883	179	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021906	si:dkeyp-87a12.1 (2 	Nitsche2013
JH127063	68545	69847	+	lme_circ_0000806	1302	145	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003349	BZW1	Nitsche2013
JH127062	582991	584327	+	lme_circ_0000505	1336	127	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012720	ENSLACG00000011124	Nitsche2013
JH126588	1053264	1053434	-	lme_circ_0000566	170	170	liver	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000016645	ZMYM6NB	Nitsche2013
JH129286	113364	115984	-	lme_circ_0000847	2620	2620	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000004556	ENSLACG00000004019	Nitsche2013
JH126690	1452128	1452281	-	lme_circ_0001057	153	153	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000018390	HMCES	Nitsche2013
JH127935	42837	43319	+	lme_circ_0000856	482	213	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000001511	POC5	Nitsche2013
JH126592	453664	455503	-	lme_circ_0001114	1839	161	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011230	AKIRIN1	Nitsche2013
JH126563	8152644	8152833	-	lme_circ_0000066	189	189	liver	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000021893	TMBIM6	Nitsche2013
JH126981	576332	576469	+	lme_circ_0000015	137	137	liver	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000026311	SHBG	Nitsche2013
JH126658	2296189	2313676	-	lme_circ_0000083	17487	177	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020208	MICU1	Nitsche2013
JH126659	2316969	2318208	+	lme_circ_0000069	1239	167	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020233	SMARCC2	Nitsche2013
AFYH01283910	2713	2829	+	lme_circ_0000429	116	116	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000000152	DNAL4	Nitsche2013
JH127275	685398	685545	*	lme_circ_0000737	147	147	testis	None	INTERGENIC	None	None	Nitsche2013
JH131410	27538	31578	+	lme_circ_0001061	4040	199	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000000275	DCTN3	Nitsche2013
JH126570	2914824	2914972	-	lme_circ_0000788	148	148	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000020876	DYNLL1	Nitsche2013
JH126677	586517	588206	+	lme_circ_0000658	1689	215	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000012888	C9orf9	Nitsche2013
JH126927	960900	974769	*	lme_circ_0000956	13869	13869	testis	None	INTERGENIC	None	None	Nitsche2013
JH126995	83342	84297	+	lme_circ_0001016	955	189	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003359	ACSL4	Nitsche2013
JH126594	2784571	2784702	+	lme_circ_0000996	131	131	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000020757	CLIP1	Nitsche2013
JH126633	1292568	1294251	+	lme_circ_0000473	1683	142	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017763	EXOSC2	Nitsche2013
JH127388	628641	640305	+	lme_circ_0000422	11664	171	liver	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025679	zgc:110410	Nitsche2013
JH126748	816691	817334	-	lme_circ_0000042	643	141	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014820	MFSD2A	Nitsche2013
JH132218	21572	23852	+	lme_circ_0000241	2280	1320	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON	ENSLACT00000000095	HERC6	Nitsche2013
JH127614	781132	781717	*	lme_circ_0000649	585	585	testis	None	INTERGENIC	None	None	Nitsche2013
JH126621	3001085	3001252	*	lme_circ_0000451	167	167	liver, testis	None	INTERGENIC	None	None	Nitsche2013
JH128531	133291	135545	+	lme_circ_0000986	2254	147	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004539	FAM178A	Nitsche2013
JH126766	952890	953026	*	lme_circ_0000539	136	136	liver	None	INTERGENIC	None	None	Nitsche2013
JH130638	93627	95752	+	lme_circ_0000650	2125	131	testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003459	nup155 (1 of 2)	Nitsche2013
JH126815	578836	579009	*	lme_circ_0000153	173	173	liver	None	INTERGENIC	None	None	Nitsche2013
JH131108	81611	82257	-	lme_circ_0000365	646	646	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000003647	NAPEPLD	Nitsche2013
JH128343	369268	374772	-	lme_circ_0000078	5504	205	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009891	ACSL1	Nitsche2013
JH127515	828703	835873	*	lme_circ_0000781	7170	7170	testis	None	INTERGENIC	None	None	Nitsche2013
JH128981	207761	304917	-	lme_circ_0000107	97156	76360	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVERLAPTX, OVEXON	ENSLACT00000008589	FGB	Nitsche2013
JH128080	134964	135110	+	lme_circ_0000432	146	146	liver	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000005150	WBP1L	Nitsche2013
JH127471	347099	371150	-	lme_circ_0000681	24051	452	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009181	CCDC91	Nitsche2013
JH126737	1389666	1389801	-	lme_circ_0000229	135	135	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018129	ZNF638	Nitsche2013
JH126593	2917780	2917948	*	lme_circ_0000355	168	168	liver	None	INTERGENIC	None	None	Nitsche2013
JH127745	176095	176272	+	lme_circ_0001124	177	177	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000004841	SUPT16H	Nitsche2013
JH126989	1304668	1307978	+	lme_circ_0000314	3310	91	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017760	SOD2	Nitsche2013
JH128591	16688	16881	*	lme_circ_0000428	193	193	liver	None	INTERGENIC	None	None	Nitsche2013
JH126756	1157786	1157879	-	lme_circ_0000188	93	93	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017162	PPIB	Nitsche2013
JH127222	907346	910214	+	lme_circ_0000363	2868	185	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015748	rpl13 (6 of 7)	Nitsche2013
JH127557	414497	416414	-	lme_circ_0000947	1917	172	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010647	CCDC79	Nitsche2013
JH126593	2950982	2952430	-	lme_circ_0000349	1448	162	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	ENSLACT00000020923	FRMD8	Nitsche2013
JH126941	125631	128282	+	lme_circ_0001117	2651	225	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004951	IQCG	Nitsche2013
JH129519	82220	84894	*	lme_circ_0000530	2674	2674	liver	None	INTERGENIC	None	None	Nitsche2013
JH128902	37004	84068	*	lme_circ_0000785	47064	47064	testis	None	INTERGENIC	None	None	Nitsche2013
JH127782	153856	157590	-	lme_circ_0000453	3734	167	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025876	ABCD3	Nitsche2013
JH127751	119975	120100	+	lme_circ_0000929	125	125	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000000590	OTUD5	Nitsche2013
JH126822	1482603	1482796	*	lme_circ_0000688	193	193	testis	None	INTERGENIC	None	None	Nitsche2013
JH126822	349347	355846	+	lme_circ_0000103	6499	252	liver	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026567	PROC	Nitsche2013
JH128185	191010	191146	-	lme_circ_0000543	136	136	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025441	IQSEC1	Nitsche2013
JH127463	507086	508985	-	lme_circ_0000102	1899	224	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011890	SDCBP2	Nitsche2013
JH126565	3223795	3223949	+	lme_circ_0000952	154	154	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025913	CCDC176	Nitsche2013
