# chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chr1	191610514	191622560	+	mmu_circ_0000130	12046	483	mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_008976	Ptpn14	Memczak2013
chr7	28712419	28758864	-	mmu_circ_0001552	46445	44604	mm_ES, mm_head, mm_brain1	None	ALT_ACCEPTOR, coding, upstream_start, UTR5	NM_028538	1700049G17Rik	Memczak2013
chr19	4787360	4788042	-	mmu_circ_0000920	682	682	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL, UTR3	NM_009032	Rbm4	Memczak2013
chr2	18023084	18047856	+	mmu_circ_0000983	24772	459	mm_ES, mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001252560	Mllt10	Memczak2013
chr6	113358898	113359334	+	mmu_circ_0001505	436	436	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_133923	Ttll3	Memczak2013
chr6	84939318	84955030	-	mmu_circ_0001487	15712	390	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_177077	Exoc6b	Memczak2013
chr8	26088899	26092594	-	mmu_circ_0001665	3695	461	mm_ES, mm_brain2, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_007404	Adam9	Memczak2013, Wang2012
chr17	5040579	5040774	+	mmu_circ_0000721	195	195	mm_head, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001085355	Arid1b	Memczak2013, Wang2012
chr4	87428190	87439915	-	mmu_circ_0001230	11725	450	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_027326	Mllt3	Memczak2013
chr17	71786045	71798186	-	mmu_circ_0000812	12141	825	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_028887	Smchd1	Memczak2013
chr2	37792138	37838625	-	mmu_circ_0001013	46487	274	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_146122	Dennd1a	Memczak2013
chr16	11116887	11128796	-	mmu_circ_0000659	11909	445	mm_ES, mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_029582	Txndc11	Memczak2013
chr5	130981933	130987492	+	mmu_circ_0001416	5559	5559	mm_brain1	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	NM_181045	Caln1	Memczak2013
chr7	52474513	52476071	+	mmu_circ_0001564	1558	230	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_011565	Tead2	Memczak2013
chr1	45401800	45401899	-	mmu_circ_0000035	99	99	mm_head	None	ANTISENSE, CDS, coding, INTERNAL	NM_009930	Col3a1	Memczak2013
chr3	69534326	69535577	+	mmu_circ_0001139	1251	220	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_133787	Nmd3	Memczak2013
chr2	148528796	148532941	-	mmu_circ_0001087	4145	266	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_019632	Napb	Memczak2013
chr2	74406997	74411683	-	mmu_circ_0001038	4686	319	mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_027133	Lnp	Memczak2013
chr15	73122464	73134977	-	mmu_circ_0000611	12513	529	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001130409	Ptk2	Memczak2013
chr4	75748858	75779236	-	mmu_circ_0001219	30378	1131	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_011211	Ptprd	Memczak2013
chr13	90130677	90216697	-	mmu_circ_0000488	86020	6140	mm_brain1	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, UTR5	NM_028012	Xrcc4	Memczak2013
chr12	104229559	104260086	+	mmu_circ_0000411	30527	876	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081017	Unc79	Memczak2013
chr10	31237189	31254702	-	mmu_circ_0000157	17513	399	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001146349	Rnf217	Memczak2013
chr1	91560235	91567846	+	mmu_circ_0000061	7611	377	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001037136	Agap1	Memczak2013
chr5	107063849	107095864	-	mmu_circ_0001383	32015	3600	mm_ES, mm_head, C2C12-control-cyto, C2C12-shMbnl12-ins	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_026856	Zfp644	Memczak2013, Wang2012
chr9	77012571	77038544	-	mmu_circ_0001809	25973	345	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_027150	2310046A06Rik	Memczak2013
chr3	78907884	78916224	-	mmu_circ_0001141	8340	310	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001099624	Rapgef2	Memczak2013
chr10	81831315	81846589	+	mmu_circ_0000193	15274	15274	mm_ES, mm_brain1	None	INTERGENIC	None	None	Memczak2013
chr18	54055184	54066323	+	mmu_circ_0000872	11139	535	mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_152809	Csnk1g3	Memczak2013
chr17	39983174	39983249	+	mmu_circ_0000789	75	75	mm_ES	None	INTERGENIC	None	None	Memczak2013
chr15	58800393	58804115	-	mmu_circ_0000603	3722	252	mm_ES, mm_brain1, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001146180	Mtss1	Memczak2013, Wang2012
chr15	91535536	91543293	+	mmu_circ_0000639	7757	362	mm_head, mm_brain1, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_025730	Lrrk2	Memczak2013, Wang2012
chr9	8634046	8658377	+	mmu_circ_0001743	24331	1356	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_013838	Trpc6	Memczak2013
chr5	73586224	73612311	-	mmu_circ_0001356	26087	293	mm_brain1	None	ANNOTATED, coding, INTERNAL, UTR5	NM_028194	Fryl	Memczak2013
chr3	152401149	152410737	+	mmu_circ_0001178	9588	888	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_178016	Pigk	Memczak2013
chr6	31376713	31383131	+	mmu_circ_0001459	6418	535	mm_ES, C2C12-control-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_013791	Mkln1	Memczak2013, Wang2012
chr17	39981661	39981736	+	mmu_circ_0000768	75	75	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013
chr2	24487418	24494730	-	mmu_circ_0000990	7312	548	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001042528	Cacna1b	Memczak2013
chr5	150505853	150528062	+	mmu_circ_0001433	22209	227	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081204	B3galtl	Memczak2013
chr7	121202053	121203933	-	mmu_circ_0001614	1880	300	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_025846	Rras2	Memczak2013, Wang2012
chr1	66819479	66848742	-	mmu_circ_0000048	29263	1582	mm_head, mm_brain2, C2C12-control-cyto, C2C12-control-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_177645	1110028C15Rik	Memczak2013, Wang2012
chr3	40643335	40691520	-	mmu_circ_0001121	48185	41050	mm_ES, mm_head, mm_brain1	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	NM_028140	Mfsd8	Memczak2013
chr5	122222675	122228114	+	mmu_circ_0001406	5439	412	mm_ES, mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_009125	Atxn2	Memczak2013
chr7	4594602	4595157	-	mmu_circ_0001539	555	391	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_172894	Ppp6r1	Memczak2013
chrX	147811290	147834346	+	mmu_circ_0001898	23056	459	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_198105	Fam120c	Memczak2013
chr6	140582209	140596606	+	mmu_circ_0001533	14397	810	mm_ES, mm_head, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001005605	Aebp2	Memczak2013, Wang2012
chr19	60839934	60840136	-	mmu_circ_0000970	202	202	mm_ES, C2C12-control-cyto, C2C12-shMbnl12-mem	None	INTERGENIC	None	None	Memczak2013, Wang2012
chr16	16454084	16477606	-	mmu_circ_0000667	23522	911	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_139233	Fgd4	Memczak2013
chr14	29116061	29130500	+	mmu_circ_0000517	14439	14439	mm_head, mm_brain1	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	NM_177814	Erc2	Memczak2013
chr5	53144393	53144444	+	mmu_circ_0001347	51	51	mm_ES	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_028744	Pi4k2b	Memczak2013
chr3	132983899	132993476	+	mmu_circ_0001171	9577	284	mm_ES, mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_146141	Ppa2	Memczak2013
chr13	64344941	64348626	-	mmu_circ_0000472	3685	260	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_172587	Cdc14b	Memczak2013
chr9	77012571	77078836	-	mmu_circ_0001811	66265	40637	mm_brain1	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic	NM_027150	2310046A06Rik	Memczak2013
chrX	93093603	93095039	+	mmu_circ_0001886	1436	851	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_001034907	Zc3h12b	Memczak2013
chr19	4784723	4785567	-	mmu_circ_0000917	844	844	mm_ES, mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins	None	ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	NM_009032	Rbm4	Memczak2013, Wang2012
chr11	121464301	121466654	+	mmu_circ_0000344	2353	498	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_029878	Tbcd	Memczak2013
chr12	75227098	75323781	+	mmu_circ_0000389	96683	3653	mm_brain1	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic	NM_172804	Syt16	Memczak2013
chr4	141966371	141967259	-	mmu_circ_0001293	888	888	mm_brain1, mm_brain2	None	INTERGENIC	None	None	Memczak2013
chr12	109227674	109228040	-	mmu_circ_0000414	366	366	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001079883	Bcl11b	Memczak2013
chr6	134456213	134463437	-	mmu_circ_0001529	7224	898	mm_ES, mm_head, C2C12-control-cyto, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_008514	Lrp6	Memczak2013, Wang2012
chr16	58424673	58433576	+	mmu_circ_0000693	8903	366	mm_ES, mm_head, C2C12-control-ins, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_028523	Dcbld2	Memczak2013, Wang2012
chr7	150830685	150865978	-	mmu_circ_0001657	35293	30638	mm_ES	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	NM_023680	Tnfrsf22	Memczak2013
chr8	70406879	70432785	-	mmu_circ_0001681	25906	550	mm_head	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	NM_177698	Psd3	Memczak2013
chr18	16798930	16809007	-	mmu_circ_0000847	10077	848	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_007664	Cdh2	Memczak2013
chr5	145532228	145532318	+	mmu_circ_0001430	90	90	mm_head	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_001081362	Trrap	Memczak2013
chrX	95822252	95840333	-	mmu_circ_0001888	18081	410	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_052976	Ophn1	Memczak2013
chr17	25404588	25404649	-	mmu_circ_0000733	61	61	mm_head	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_001177609	Ube2i	Memczak2013
chr8	28231316	28231385	-	mmu_circ_0001668	69	69	mm_ES, mm_head	None	ANTISENSE, CDS, coding, INTERNAL	NM_054044	Gpr124	Memczak2013
chr1	75014073	75015486	-	mmu_circ_0000051	1413	494	mm_ES, mm_head	None	ALT_DONOR, CDS, coding, INTERNAL, UTR3	NM_029342	Nhej1	Memczak2013
chr10	122583849	122618856	-	mmu_circ_0000222	35007	826	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_027604	Usp15	Memczak2013
chr3	116348283	116354417	-	mmu_circ_0001162	6134	402	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_008246	Hiat1	Memczak2013
chr9	60695829	60697309	+	mmu_circ_0001786	1480	722	mm_brain2	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic	NM_028283	Uaca	Memczak2013
chr12	110972772	110980500	+	mmu_circ_0000418	7728	941	mm_ES, mm_head	None	ALT_ACCEPTOR, ncRNA, upstream_start	NR_028265	Mirg	Memczak2013
chr19	45705354	45715011	-	mmu_circ_0000955	9657	510	mm_ES, mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_013907	Fbxw4	Memczak2013
chr13	49190709	49198331	-	mmu_circ_0000463	7622	552	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_029361	Wnk2	Memczak2013
chr17	86873656	86881589	+	mmu_circ_0000830	7933	7933	mm_brain1	None	INTERGENIC	None	None	Memczak2013
chr12	8704896	8712847	+	mmu_circ_0000356	7951	377	mm_ES, mm_head, mm_brain1	None	ANNOTATED, INTERNAL, ncRNA	NR_027670	Pum2	Memczak2013
chr1	166309489	166333208	+	mmu_circ_0000111	23719	344	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_138314	Nme7	Memczak2013
chr4	129272302	129272657	-	mmu_circ_0001266	355	278	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_018799	Eif3i	Memczak2013
chrX	10156440	10162778	+	mmu_circ_0001865	6338	516	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_019634	Tspan7	Memczak2013
chr15	30548976	30613225	+	mmu_circ_0000582	64249	1329	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_008729	Ctnnd2	Memczak2013
chr11	108784465	108792893	+	mmu_circ_0000335	8428	1092	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_015732	Axin2	Memczak2013
chr5	134998518	134998629	+	mmu_circ_0001424	111	111	mm_head	None	ANTISENSE, CDS, coding, INTERNAL	NM_009990	Clip2	Memczak2013
chr8	67335579	67358467	-	mmu_circ_0001679	22888	355	mm_ES, mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_178633	Klhl2	Memczak2013
chr9	59260231	59284722	-	mmu_circ_0001781	24491	468	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_019927	Arih1	Memczak2013
chr16	76330990	76352794	-	mmu_circ_0000702	21804	197	mm_ES, mm_head, mm_brain1	None	ANNOTATED, coding, INTERNAL, UTR5	NM_173440	Nrip1	Memczak2013
chr4	149796723	149813577	+	mmu_circ_0001296	16854	9105	mm_brain1	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic	NM_001085492	Rere	Memczak2013
chr5	115890493	115891454	+	mmu_circ_0001393	961	201	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_008629	Msi1	Memczak2013
chr1	133470423	133470609	+	mmu_circ_0000078	186	186	mm_brain1	None	INTERGENIC	None	None	Memczak2013
chr1	162965978	162966040	-	mmu_circ_0000105	62	62	mm_ES	None	ANTISENSE, INTERNAL, ncRNA	NR_002840	Gas5	Memczak2013
chr4	123213444	123231608	-	mmu_circ_0001258	18164	323	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001199137	Macf1	Memczak2013
chr8	47878846	47904262	+	mmu_circ_0001674	25416	535	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_008391	Irf2	Memczak2013
chr18	4333815	4339601	-	mmu_circ_0000837	5786	507	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_007746	Map3k8	Memczak2013
chr11	33197341	33218459	-	mmu_circ_0000251	21118	334	mm_brain1	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	NM_023146	Ranbp17	Memczak2013
chr1	140936576	140959548	+	mmu_circ_0000081	22972	486	mm_ES, mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001166501	Dennd1b	Memczak2013, Wang2012
chr11	70730816	70739414	+	mmu_circ_0000284	8598	930	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_019400	Rabep1	Memczak2013
chr1	178973905	178997464	-	mmu_circ_0000116	23559	555	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_011785	Akt3	Memczak2013
chr2	90530223	90536881	+	mmu_circ_0001043	6658	420	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_021512	Nup160	Memczak2013
chr4	101285466	101289470	+	mmu_circ_0001237	4004	668	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001164583	Dnajc6	Memczak2013
chr8	111316101	111380853	+	mmu_circ_0001724	64752	3497	mm_ES, mm_head, C2C12-control-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_007496	Zfhx3	Memczak2013, Wang2012
chr8	70484285	70488253	-	mmu_circ_0001684	3968	1459	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_177698	Psd3	Memczak2013
chr13	64344941	64349774	-	mmu_circ_0000473	4833	322	mm_ES, mm_brain2	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, UTR5	NM_001122989	Cdc14b	Memczak2013
chr1	157026093	157026188	-	mmu_circ_0000092	95	95	mm_head	None	ANTISENSE, coding, INTERNAL, intronic	NM_021433	Stx6	Memczak2013
chr1	160432178	160441253	+	mmu_circ_0000101	9075	967	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_007495	Astn1	Memczak2013
chr6	124692929	124693000	-	mmu_circ_0001523	71	71	mm_ES	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, UTR3	NM_007881	Atn1	Memczak2013
chr12	54038121	54039493	+	mmu_circ_0000378	1372	261	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_198111	Akap6	Memczak2013
chr13	17854937	17864791	-	mmu_circ_0000434	9854	1139	mm_ES, C2C12-control-cyto, C2C12-control-ins, C2C12-control-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001081058	Cdk13	Memczak2013, Wang2012
chr9	112078598	112090270	-	mmu_circ_0001848	11672	895	mm_brain1	None	ANNOTATED, CDS, coding, UTR5	NM_033264	Arpp21	Memczak2013
chr11	104217997	104240140	-	mmu_circ_0000329	22143	550	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081045	1700081L11Rik	Memczak2013
chr11	104285235	104286607	-	mmu_circ_0000331	1372	1372	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_001081045	1700081L11Rik	Memczak2013
chr18	39286486	39309772	+	mmu_circ_0000866	23286	275	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_175164	Arhgap26	Memczak2013
chr17	80443833	80452981	-	mmu_circ_0000819	9148	685	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_144802	Hnrpll	Memczak2013, Wang2012
chr14	99532454	99595670	+	mmu_circ_0000563	63216	1161	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_029320	Pibf1	Memczak2013
chr10	102633054	102652659	-	mmu_circ_0000210	19605	1108	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001163559	Lrriq1	Memczak2013
chr7	91492251	91503077	-	mmu_circ_0001590	10826	476	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_007488	Arnt2	Memczak2013
chr7	100081481	100146601	+	mmu_circ_0001593	65120	65120	mm_ES, mm_brain1	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	NM_028243	Prcp	Memczak2013
chr17	35403131	35481975	+	mmu_circ_0000747	78844	78354	mm_ES, mm_brain1	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	NM_010380	H2-D1	Memczak2013
chr10	92684331	92701788	+	mmu_circ_0000207	17457	991	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_146239	Cdk17	Memczak2013
chr11	5229881	5238766	-	mmu_circ_0000228	8885	8885	mm_ES, mm_head, mm_brain2	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	NM_001080924	Znrf3	Memczak2013
chr2	84442315	84442375	+	mmu_circ_0001040	60	60	mm_ES, mm_head	None	ANTISENSE, coding, INTERNAL, UTR3	NM_001085450	Ctnnd1	Memczak2013
chr14	25009539	25012176	-	mmu_circ_0000510	2637	491	mm_head, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_027726	Dlg5	Memczak2013, Wang2012
chr9	122274253	122288126	+	mmu_circ_0001862	13873	913	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_026179	Abhd5	Memczak2013
chr18	3405682	3414222	+	mmu_circ_0000836	8540	198	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_029402	Cul2	Memczak2013
chr9	108120343	108120741	-	mmu_circ_0001841	398	398	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_010017	Dag1	Memczak2013
chr9	58826431	58838315	-	mmu_circ_0001779	11884	885	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001042752	Neo1	Memczak2013, Wang2012
chr15	93254444	93295676	+	mmu_circ_0000640	41232	672	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_146062	Pphln1	Memczak2013
chr12	25563055	25609159	+	mmu_circ_0000363	46104	320	mm_ES, mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_026037	Mboat2	Memczak2013
chr1	192695470	192723450	-	mmu_circ_0000132	27980	691	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_178775	Rps6kc1	Memczak2013, Wang2012
chr11	85023441	85030026	-	mmu_circ_0000304	6585	534	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_025825	Appbp2	Memczak2013
chr7	89038684	89050522	-	mmu_circ_0001589	11838	519	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_013886	Hdgfrp3	Memczak2013
chr7	67006966	67019762	-	mmu_circ_0001577	12796	12796	mm_head, mm_brain1	None	INTERGENIC	None	None	Memczak2013
chr5	8399687	8405838	-	mmu_circ_0001314	6151	449	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_013726	Dbf4	Memczak2013
chr4	55063057	55085977	+	mmu_circ_0001208	22920	762	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_172867	Zfp462	Memczak2013
chr1	22336373	22387644	-	mmu_circ_0000018	51271	629	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_183018	Rims1	Memczak2013
chr2	168509212	168516524	-	mmu_circ_0001105	7312	287	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_015731	Atp9a	Memczak2013
chr15	3997464	4009996	+	mmu_circ_0000571	12532	454	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_024188	Oxct1	Memczak2013
chr6	93742340	93765819	-	mmu_circ_0001496	23479	327	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_001029850	Magi1	Memczak2013
chr5	106144067	106161393	+	mmu_circ_0001376	17326	17326	mm_ES	None	ALT_ACCEPTOR, coding, INTERNAL, intronic, UTR5	NM_178701	Lrrc8d	Memczak2013
chr12	90493117	90498965	+	mmu_circ_0000406	5848	823	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001198587	Nrxn3	Memczak2013
chr11	75356659	75359332	+	mmu_circ_0000294	2673	341	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_173388	Slc43a2	Memczak2013
chr11	69463229	69465225	+	mmu_circ_0000277	1996	825	mm_ES, mm_head, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_011814	Fxr2	Memczak2013, Wang2012
chr4	24636099	24671112	-	mmu_circ_0001187	35013	207	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001163020	Klhl32	Memczak2013
chr13	104674222	104679365	-	mmu_circ_0000495	5143	364	mm_head, mm_brain1, C2C12-control-cyto, C2C12-control-ins, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_001005868	Erbb2ip	Memczak2013, Wang2012
chr11	87886558	87892057	+	mmu_circ_0000309	5499	1096	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_016686	Vezf1	Memczak2013
chr3	58841481	58897617	+	mmu_circ_0001134	56136	2046	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_177855	Med12l	Memczak2013
chr5	20939508	20965111	+	mmu_circ_0001322	25603	505	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_177869	Fam185a	Memczak2013
chr7	17468475	17468859	+	mmu_circ_0001545	384	250	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081655	Dact3	Memczak2013
chr2	119771907	119787706	+	mmu_circ_0001061	15799	2670	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_013720	Mga	Memczak2013
chr5	15805746	15839643	+	mmu_circ_0001318	33897	974	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001110843	Cacna2d1	Memczak2013
chr9	62760556	62771462	-	mmu_circ_0001788	10906	465	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_019663	Pias1	Memczak2013
