chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chrIII	2479476	2480027	+	cel_circ_0000350	551	180	1cell, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y54F10AL.2a	smg-6	Memczak2013
chrIII	11830421	11830502	+	cel_circ_0000440	81	81	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	C18D11.4.1	rsp-8	Memczak2013
chrII	2238114	2242621	+	cel_circ_0000200	4507	906	spe9	None	ALT_DONOR, CDS, coding, INTERNAL, UTR3	F54A3.3	cct-3	Memczak2013
chrIII	1200189	1200461	-	cel_circ_0000317	272	272	1cell, spe9	RC	ANNOTATED, CDS, coding, INTERNAL	Y119D3B.16	Y119D3B.16	Memczak2013
chrV	915840	938321	+	cel_circ_0000592	22481	22481	1cell, fem1, sperm	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	H24K24.3b	H24K24.3	Memczak2013
chrII	3497398	3498907	-	cel_circ_0000216	1509	472	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y49F6B.9a	Y49F6B.9	Memczak2013
chrII	14294216	14298358	+	cel_circ_0000275	4142	3242	fem1, sperm	None	ALT_DONOR, CDS, coding, downstream_end	Y54G11A.4	Y54G11A.4	Memczak2013
chrII	14870599	14871006	+	cel_circ_0000280	4221	904	fem1, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	R05H10.3a	R05H10.3	Memczak2013
chrIV	12696833	12697643	+	cel_circ_0000563	810	331	spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	T23B5.3a	T23B5.3	Memczak2013
chrII	15066082	15066407	-	cel_circ_0000283	325	325	1cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y53F4B.18	Y53F4B.18	Memczak2013
chrII	1495646	1496693	-	cel_circ_0000192	1047	512	1cell, 2cell, fem1, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	H17B01.4a.1	H17B01.4a.1	Memczak2013
chrII	11175617	11175988	+	cel_circ_0000256	371	371	1cell, fem1	None	INTERGENIC	None	None	Memczak2013
chrI	9469956	9471635	+	cel_circ_0000096	1679	1634	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	F46A9.4	skr-2	Memczak2013
chrIV	2272926	2273455	-	cel_circ_0000490	529	529	2cell, fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	M70.5	M70.5	Memczak2013
chrIII	1057717	1058011	-	cel_circ_0000312	294	294	1cell, 2cell, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	BE0003N10.3	BE0003N10.3	Memczak2013
chrII	14278308	14278677	+	cel_circ_0000274	369	369	1cell, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y54G11A.3	Y54G11A.3	Memczak2013
chrIV	2489986	2490079	+	cel_circ_0000499	93	93	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y69A2AR.19	Y69A2AR.19	Memczak2013
chrIV	11722489	11723055	+	cel_circ_0000558	566	229	spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	K01A6.2	magi-1	Memczak2013
chrIV	16944041	16944212	-	cel_circ_0000583	171	171	2cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y116A8C.9	Y116A8C.9	Memczak2013
chrI	10804703	10805433	+	cel_circ_0000106	730	358	1cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	F55A3.1	marc-6	Memczak2013
chrIII	3109884	3110174	-	cel_circ_0000362	290	290	1cell, 2cell, sperm, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL, intronic, UTR5	Y53G8B.3	Y53G8B.3	Memczak2013
chrIII	2355279	2355530	+	cel_circ_0000348	251	251	1cell, 2cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	H04J21.3b	gip-1	Memczak2013
chrI	2618634	2632514	+	cel_circ_0000041	13880	12983	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	Y23H5A.4	Y23H5A.4	Memczak2013
chrI	55889	56293	-	cel_circ_0000001	404	328	sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y48G1C.5	Y48G1C.5	Memczak2013
chrIII	3107150	3110174	-	cel_circ_0000360	3024	764	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	Y53G8B.3	Y53G8B.3	Memczak2013
chrV	14718918	14719026	-	cel_circ_0000633	108	108	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	R08A2.1	R08A2.1	Memczak2013
chrI	1544285	1544491	+	cel_circ_0000029	206	206	1cell, 2cell	None	ANNOTATED, CDS, coding, INTERNAL	Y92H12A.2	Y92H12A.2	Memczak2013
chrIII	10073872	10073975	+	cel_circ_0000422	103	103	1cell, fem1	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	T16G12.6	T16G12.6	Memczak2013
chrI	903104	903513	+	cel_circ_0000011	409	295	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y95B8A.5	gpa-16	Memczak2013
chrIII	10754396	10755076	-	cel_circ_0000428	680	413	1cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	K01G5.2a.1	K01G5.2a.1	Memczak2013
chrV	4576260	4576641	+	cel_circ_0000605	333	333	spe9, sperm	Unknown	ANNOTATED, CDS, coding, INTERNAL	Y61A9LA.3a	Y61A9LA.3	Memczak2013
chrV	18065061	18065463	-	cel_circ_0000653	402	268	1cell, 2cell, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y59A8B.8	Y59A8B.8	Memczak2013
chrV	19340208	19340560	+	cel_circ_0000680	352	352	fem1, spe9	None	ANTISENSE, CDS, coding, INTERNAL	C14B4.2	C14B4.2	Memczak2013
chrV	19900491	19902761	-	cel_circ_0000685	2331	577	1cell, 2cell, spe9, sperm	None	ANNOTATED, CDS, coding, UTR5	Y60A3A.13a	frs-3	Memczak2013
chrII	1262125	1263016	+	cel_circ_0000188	891	532	sperm	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, upstream_start	F47F6.4	F47F6.4	Memczak2013
chrII	987511	1055498	+	cel_circ_0000187	67987	67855	2cell, fem1, spe9	Unknown	ALT_DONOR, CDS, coding, downstream_end, UTR3	C32B5.1a	fbxc-40	Memczak2013
chrIV	767821	769412	-	cel_circ_0000465	1591	1237	1cell, fem1	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	F56B3.2a	F56B3.2	Memczak2013
chrV	18153831	18156139	+	cel_circ_0000656	2308	2254	sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	C14A6.2	C14A6.2	Memczak2013
chrIII	1870241	1872266	+	cel_circ_0000332	457	403	1cell, 2cell	None	ANNOTATED, CDS, coding, INTERNAL	Y39A3CR.3	Y39A3CR.3	Memczak2013
chrII	1948751	1949092	+	cel_circ_0000195	341	234	1cell, fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	ZK250.2	ZK250.2	Memczak2013
chrV	13159552	13164449	+	cel_circ_0000626	4897	2937	fem1	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	T09E8.1a	T09E8.1	Memczak2013
chrII	4578108	4579337	+	cel_circ_0000221	1229	444	fem1	None	ANNOTATED, CDS, coding, INTERNAL	M03A1.1b	vab-1	Memczak2013
chrIII	8774218	8775861	+	cel_circ_0000408	1643	869	2cell, fem1, sperm	None	ALT_DONOR, CDS, coding, INTERNAL, UTR3	K02D10.1b.1	K02D10.1	Memczak2013
chrIII	4405341	4405461	+	cel_circ_0000378	120	120	spe9	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	R07E5.3	snfc-5	Memczak2013
chrV	13647036	13647149	-	cel_circ_0000630	113	113	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	H37A05.4	H37A05.4	Memczak2013
chrV	958606	959018	-	cel_circ_0000593	412	412	1cell, fem1, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y50D4C.4	sqv-6	Memczak2013
chrV	16527379	16529099	+	cel_circ_0000647	1720	1110	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	F36D3.8	F36D3.8	Memczak2013
chrI	5426844	5426964	-	cel_circ_0000061	120	120	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	F27C1.6.2	F27C1.6	Memczak2013
chrI	7080147	7080261	+	cel_circ_0000081	114	114	1cell, 2cell, fem1	None	ANTISENSE, coding, INTERNAL, UTR3	F22D6.2.1	F22D6.2	Memczak2013
chrII	6958890	6959360	-	cel_circ_0000235	470	380	spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	C15F1.3a.3	C15F1.3a.3	Memczak2013
chrV	20420688	20423256	+	cel_circ_0000696	2568	651	fem1, sperm_act	None	ANNOTATED, CDS, coding, UTR5	F48F5.5	fce-2	Memczak2013
chrV	18889736	18892637	-	cel_circ_0000670	2901	474	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y80D3A.2	emb-4	Memczak2013
chrII	3406627	3409575	+	cel_circ_0000211	2948	2948	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	F18A12.4	F18A12.4	Memczak2013
chrI	112125	112206	-	cel_circ_0000003	81	81	sperm, sperm_act	None	ANTISENSE, CDS, coding, INTERNAL	F53G12.10.3	rpl-7	Memczak2013
chrIII	3535891	3536322	-	cel_circ_0000368	431	381	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	C54C6.6	C54C6.6	Memczak2013
chrIV	2493291	2493375	+	cel_circ_0000500	84	84	sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	Y69A2AR.19	Y69A2AR.19	Memczak2013
chrI	13861460	13861850	+	cel_circ_0000154	390	325	2cell, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	W04A8.7	taf-1	Memczak2013
chrV	18609271	18610340	+	cel_circ_0000662	1069	576	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y51A2D.15	Y51A2D.15	Memczak2013
chrV	13162295	13167705	+	cel_circ_0000628	2154	529	fem1, sperm	None	ANNOTATED, CDS, coding, INTERNAL	T09E8.1a	T09E8.1	Memczak2013
chrI	13430784	13432302	+	cel_circ_0000141	1518	832	spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y40B1B.8	Y40B1B.8	Memczak2013
chrI	6377544	6378706	+	cel_circ_0000075	1162	443	1cell	None	ANNOTATED, CDS, coding, INTERNAL	ZC308.1c	gld-2	Memczak2013
chrV	15073547	15077068	+	cel_circ_0000638	1315	307	fem1	None	ANNOTATED, CDS, coding, INTERNAL	C01G10.11b	unc-76	Memczak2013
chrIV	9772652	9772786	+	cel_circ_0000549	134	134	spe9	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic	T13F2.8	cav-1	Memczak2013
chrI	4934259	4935424	+	cel_circ_0000057	1165	418	2cell	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	F28B3.4	F28B3.4	Memczak2013
chrV	7806060	7807061	+	cel_circ_0000614	1001	1001	spe9	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	ZK742.1a.1	xpo-1	Memczak2013
chrI	9548218	9548654	+	cel_circ_0000097	436	255	1cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	C36F7.2	C36F7.2	Memczak2013
chrV	3816617	3820179	-	cel_circ_0000599	3562	708	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	H10D18.5	H10D18.5	Memczak2013
chrI	11326684	11328865	+	cel_circ_0000111	2181	673	spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	H25P06.2b	cdk-9	Memczak2013
chrII	8810309	8810444	-	cel_circ_0000242	135	135	2cell, fem1, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F46C5.9	F46C5.9	Memczak2013
chrIII	1927665	1929462	+	cel_circ_0000334	273	273	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ANNOTATED, coding, UTR5	F53A3.6	F53A3.6	Memczak2013
chrIV	10547226	10555719	+	cel_circ_0000553	11565	5220	2cell, sperm	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	T07G12.6	zim-1	Memczak2013
chrII	3623576	3630453	+	cel_circ_0000217	6877	6766	1cell, 2cell	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	M151.7	M151.7	Memczak2013
chrII	9059888	9059993	-	cel_circ_0000245	105	105	fem1, spe9	Low_complexity	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	T24B8.3a.1	T24B8.3	Memczak2013
chrIII	7574380	7574478	+	cel_circ_0000402	98	98	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	R13A5.12	lpd-7	Memczak2013
chrIII	9918820	9925993	-	cel_circ_0000420	7173	7069	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	K03H1.3	ttr-3	Memczak2013
chrIV	4807788	4808139	+	cel_circ_0000524	351	351	2cell	None	ANTISENSE, CDS, coding, INTERNAL	H06H21.6.4	ubxn-6	Memczak2013
chrIII	81423	83557	-	cel_circ_0000289	2134	951	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	F54C4.3	F54C4.3	Memczak2013
chrIII	6931013	6940798	+	cel_circ_0000398	9785	9730	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	F57B9.6a.1	inf-1	Memczak2013
chrIV	3870635	3871433	+	cel_circ_0000512	798	451	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	F37C4.4b.1	F37C4.4	Memczak2013
chrI	3153043	3154389	+	cel_circ_0000044	1346	386	spe9	None	ALT_DONOR, CDS, coding, INTERNAL	K09H9.1	K09H9.1	Memczak2013
chrV	5593352	5593472	-	cel_circ_0000607	120	120	spe9, sperm	None	ANTISENSE, CDS, coding, INTERNAL	CD4.4	vps-37	Memczak2013
chrIII	2140079	2140320	+	cel_circ_0000342	241	241	1cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y48G9A.4	frl-1	Memczak2013
chrV	244583	245850	-	cel_circ_0000587	1267	847	spe9	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, upstream_start	R02C2.2	kin-34	Memczak2013
chrX	8749463	8749582	-	cel_circ_0000711	119	119	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	M02D8.4b	M02D8.4	Memczak2013
chrV	18867253	18868170	-	cel_circ_0000668	917	267	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y80D3A.2	emb-4	Memczak2013
chrIV	2390818	2393356	+	cel_circ_0000495	429	429	2cell, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding	Y38F2AR.1	eri-5	Memczak2013
chrIV	14517808	14517886	-	cel_circ_0000577	78	78	sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	Y57G11A.2	Y57G11A.2	Memczak2013
chrII	1746735	1747270	-	cel_circ_0000193	535	535	fem1	None	INTERGENIC	None	None	Memczak2013
chrIII	4871278	4871392	+	cel_circ_0000383	114	114	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	C35D10.2	C35D10.2	Memczak2013
chrI	13762120	13762448	+	cel_circ_0000147	328	328	1cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y6B3B.4	Y6B3B.4	Memczak2013
chrI	14585508	14587126	-	cel_circ_0000162	1618	269	fem1, spe9	None	ALT_DONOR, CDS, coding, INTERNAL	Y105E8A.29	Y105E8A.29	Memczak2013
chrIII	3103632	3103945	-	cel_circ_0000358	313	259	1cell, fem1, spe9, sperm_act	None	ANNOTATED, CDS, coding, UTR5	Y53G8B.2	Y53G8B.2	Memczak2013
chrV	18899135	18899595	-	cel_circ_0000671	460	334	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y80D3A.4	nhr-243	Memczak2013
chrV	18073160	18073613	-	cel_circ_0000654	453	453	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y59A8B.10	Y59A8B.10	Memczak2013
chrI	9010357	9010498	+	cel_circ_0000090	141	141	2cell	Low_complexity	ANTISENSE, CDS, coding, INTERNAL	F36F2.3a	tag-214	Memczak2013
chrV	8414123	8414298	+	cel_circ_0000616	175	175	2cell, fem1	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F52E1.1	pos-1	Memczak2013
chrI	14712621	14713776	+	cel_circ_0000165	1155	765	spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y54E5A.7	Y54E5A.7	Memczak2013
chrV	15073547	15074862	+	cel_circ_0000637	3521	641	spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	C01G10.11b	unc-76	Memczak2013
chrIII	1954623	1957848	-	cel_circ_0000339	3225	591	fem1	None	ANNOTATED, CDS, coding, INTERNAL	R155.1a.2	mboa-6	Memczak2013
chrIV	1913452	1914929	+	cel_circ_0000478	1477	912	spe9	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	F55A8.1.1	egl-18	Memczak2013
chrX	17214128	17216014	-	cel_circ_0000725	1886	1771	1cell, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	T08G2.3.1	acdh-10	Memczak2013
chrI	1899028	1902899	+	cel_circ_0000034	3871	920	spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y71G12A.2a	Y71G12A.2	Memczak2013
chrI	11709295	11715812	-	cel_circ_0000120	6517	5008	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start	F35E2.6	oac-19	Memczak2013
chrV	18870869	18872930	-	cel_circ_0000669	2061	417	1cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y80D3A.2	emb-4	Memczak2013
chrII	3497398	3497718	-	cel_circ_0000215	320	272	1cell, 2cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y49F6B.9b.2	Y49F6B.9b.2	Memczak2013
chrII	11302134	11302497	+	cel_circ_0000257	363	313	1cell	None	ALT_DONOR, CDS, coding, INTERNAL, UTR3	T24F1.1.1	raga-1	Memczak2013
chrI	8996169	8996304	-	cel_circ_0000088	135	135	sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	F32H2.7	F32H2.7	Memczak2013
chrIII	418087	418737	-	cel_circ_0000298	650	253	fem1, spe9	None	ANNOTATED, CDS, coding, UTR5	Y55B1BM.1c	stim-1	Memczak2013
chrIV	8003554	8004102	-	cel_circ_0000541	548	415	2cell, fem1, sperm	None	ALT_ACCEPTOR, CDS, coding, upstream_start	Y42H9B.2	rig-4	Memczak2013
chrI	6944371	6945357	-	cel_circ_0000080	986	681	fem1	None	ANNOTATED, CDS, coding	T10B11.6	T10B11.6	Memczak2013
chrI	12742402	12743667	+	cel_circ_0000129	1265	413	spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	W02A11.4	uba-2	Memczak2013
chrI	11366752	11368622	-	cel_circ_0000112	1870	791	2cell, fem1	None	ANNOTATED, CDS, coding, INTERNAL	F56G4.6	F56G4.6	Memczak2013
chrII	14300827	14304044	-	cel_circ_0000276	7450	7327	fem1, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	Y54G11A.5.1	ctl-2	Memczak2013
chrI	11217884	11219243	-	cel_circ_0000109	1359	502	1cell, 2cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y53H1A.1a	rsy-1	Memczak2013
chrIV	3028441	3028939	-	cel_circ_0000505	498	377	fem1, sperm, sperm_act	None	ANNOTATED, CDS, coding, UTR5	Y54G2A.29	Y54G2A.29	Memczak2013
chrIII	1675421	1675681	-	cel_circ_0000329	260	260	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y22D7AR.6	Y22D7AR.6	Memczak2013
chrIV	2029044	2030383	-	cel_circ_0000485	1339	646	1cell, 2cell, fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y76B12C.7	cpsf-1	Memczak2013
chrIII	11924875	11925487	+	cel_circ_0000443	612	408	2cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y56A3A.13	nft-1	Memczak2013
chrIV	12810054	12810285	+	cel_circ_0000564	231	231	1cell, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	F07C6.4a	F07C6.4	Memczak2013
chrIV	677610	678469	+	cel_circ_0000464	859	533	2cell, fem1, spe9, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start	K11H12.5	K11H12.5	Memczak2013
chrIV	7027584	7027794	+	cel_circ_0000534	210	210	1cell	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	C06G3.5b.1	C06G3.5	Memczak2013
chrII	232677	233541	-	cel_circ_0000171	864	864	fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	Y43H11AL.1.1	Y43H11AL.1	Memczak2013
chrIII	187792	188130	-	cel_circ_0000291	338	285	2cell, sperm_act	None	ANNOTATED, CDS, coding, UTR5	F40G9.11	mxl-2	Memczak2013
chrX	14712565	14712780	+	cel_circ_0000719	215	168	fem1	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F33C8.1a	tag-53	Memczak2013
chrV	5839604	5839785	-	cel_circ_0000608	181	181	fem1, spe9	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, UTR3	F26F12.3c.1	F26F12.3	Memczak2013
chrIII	1190918	1193802	-	cel_circ_0000316	2884	985	2cell, spe9	None	ALT_DONOR, CDS, coding, intronic, UTR5	Y119D3B.14	Y119D3B.14	Memczak2013
chrII	2145463	2150036	-	cel_circ_0000198	4573	4573	fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	C40A11.6	C40A11.6	Memczak2013
chrIII	9331416	9332502	+	cel_circ_0000416	1086	887	spe9	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	C40H1.6	C40H1.6	Memczak2013
chrIV	1187800	1191074	+	cel_circ_0000470	3274	499	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start	Y104H12D.1	mdt-20	Memczak2013
chrII	14870599	14874820	+	cel_circ_0000281	407	261	1cell, 2cell, fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	R05H10.3a	R05H10.3	Memczak2013
chrII	682917	690247	+	cel_circ_0000182	7330	7274	1cell, sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	T02H6.7	T02H6.7	Memczak2013
chrIV	4162787	4164990	+	cel_circ_0000519	2203	1261	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	K08D10.8	scrm-5	Memczak2013
chrIII	13006554	13007102	+	cel_circ_0000457	548	548	sperm, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	ZK1010.9	snf-7	Memczak2013
chrV	4521745	4522577	-	cel_circ_0000602	832	403	spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	T28F12.3	sos-1	Memczak2013
chrIII	8798304	8799552	+	cel_circ_0000409	1248	656	spe9, sperm_act	None	ANNOTATED, CDS, coding, UTR5	F54F2.2a.3	zfp-1	Memczak2013
chrIII	11041974	11042141	+	cel_circ_0000429	167	167	1cell	None	ANNOTATED, CDS, coding, INTERNAL	Y48A6B.10	Y48A6B.10	Memczak2013
chrII	4819427	4820329	-	cel_circ_0000222	902	742	spe9	None	ANNOTATED, CDS, coding, INTERNAL	C33F10.7a	lact-5	Memczak2013
chrIII	2161708	2168136	+	cel_circ_0000343	6428	6428	fem1, spe9	None	ALT_DONOR, CDS, coding, downstream_end	Y48G9A.3	gcn-1	Memczak2013
chrII	1327842	1328833	+	cel_circ_0000189	991	374	spe9	None	ANNOTATED, CDS, coding, INTERNAL	F56D12.4a	jip-1	Memczak2013
chrX	15550342	15550954	-	cel_circ_0000720	612	390	spe9	None	ANNOTATED, CDS, coding, INTERNAL	C02C6.3a	C02C6.3	Memczak2013
chrIII	11113477	11118978	-	cel_circ_0000433	5501	4579	spe9, sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	Y48A6C.3	sup-35	Memczak2013
chrV	19900491	19902822	-	cel_circ_0000686	982	269	fem1, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y60A3A.13a	frs-3	Memczak2013
chrI	12859485	12861180	+	cel_circ_0000131	1695	722	fem1, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, upstream_start	Y18D10A.10	clec-104	Memczak2013
chrIII	9226490	9226626	+	cel_circ_0000415	136	136	1cell, 2cell, fem1, spe9	None	ANTISENSE, CDS, coding, INTERNAL	T23G5.1.2	rnr-1	Memczak2013
chrV	18541569	18541777	+	cel_circ_0000660	208	208	2cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y51A2D.7b	Y51A2D.7	Memczak2013
chrV	10372582	10375050	+	cel_circ_0000621	2468	2223	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	AC3.2	ugt-49	Memczak2013
chrV	1188336	1193106	-	cel_circ_0000594	4770	688	1cell, 2cell, sperm	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	Y50D4A.4	Y50D4A.4	Memczak2013
chrV	18043535	18049845	+	cel_circ_0000651	14695	6914	fem1, spe9	None	ALT_DONOR, CDS, coding, downstream_end, UTR3, UTR5	Y59A8B.7	ebp-1	Memczak2013
chrV	18542694	18543059	+	cel_circ_0000661	365	365	spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y51A2D.7b	Y51A2D.7	Memczak2013
chrIV	9742300	9747587	-	cel_circ_0000548	1848	1739	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	C28D4.7	C28D4.7	Memczak2013
chrI	972868	976555	-	cel_circ_0000015	3687	3638	1cell, 2cell, fem1, spe9, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	F54A5.3d	shc-1	Memczak2013
chrX	9496474	9498136	+	cel_circ_0000712	1662	373	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	ZK899.8h	gap-2	Memczak2013
chrIV	4149015	4153297	+	cel_circ_0000517	4282	3663	sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	R07C12.2	R07C12.2	Memczak2013
chrIII	5803771	5803897	+	cel_circ_0000386	126	126	fem1	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	R12B2.4	him-10	Memczak2013
chrIV	2403908	2404480	-	cel_circ_0000497	572	572	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y38F2AR.12a	Y38F2AR.12	Memczak2013
chrII	3418873	3418993	+	cel_circ_0000212	120	120	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	F18A12.1	F18A12.1	Memczak2013
chrIII	4292585	4292803	-	cel_circ_0000376	218	171	spe9	None	ANNOTATED, CDS, coding, INTERNAL	R10E4.5	nth-1	Memczak2013
chrIII	10119762	10119986	-	cel_circ_0000423	224	172	1cell, 2cell	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	ZK1128.4	ZK1128.4	Memczak2013
