# chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
JH126995	1092180	1092323	-	lcm_circ_0000600	143	143	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000016845	LAS1L	Nitsche2013
JH127896	421034	421219	+	lcm_circ_0000137	185	185	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	ENSLACT00000010797	STRN3	Nitsche2013
JH127114	57613	57784	*	lcm_circ_0000022	171	171	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127208	1076423	1076560	+	lcm_circ_0000039	137	137	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON	ENSLACT00000016039	TTN	Nitsche2013
JH128421	161934	162044	*	lcm_circ_0000213	110	110	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127661	338416	344525	+	lcm_circ_0000336	6109	105	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009551	cox6a1 (3 of 4)	Nitsche2013
JH127092	84498	84739	+	lcm_circ_0000689	241	241	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000003343	DYNLT3	Nitsche2013
JH127469	664368	665220	*	lcm_circ_0000118	852	852	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126593	2926257	2926572	*	lcm_circ_0000454	315	315	muscle	None	INTERGENIC	None	None	Nitsche2013
JH128471	340064	344862	-	lcm_circ_0000010	4798	320	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009539	EWSR1	Nitsche2013
JH126577	802146	802510	-	lcm_circ_0000299	364	364	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000026654	TPM1	Nitsche2013
JH127007	117594	126638	+	lcm_circ_0000252	9044	155	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004807	pvalb5	Nitsche2013
JH127357	235873	256617	-	lcm_circ_0000054	20744	612	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006742	DNAJC1	Nitsche2013
JH126578	3055856	3057902	-	lcm_circ_0000651	2046	103	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020991	GLTSCR2	Nitsche2013
JH135627	1363	1608	*	lcm_circ_0000766	245	245	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126748	664391	667213	-	lcm_circ_0000056	2822	278	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013619	pabpc4	Nitsche2013
JH126626	966134	1044987	*	lcm_circ_0000722	78853	78853	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127073	56325	60724	-	lcm_circ_0000701	4399	175	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002743	GPD1	Nitsche2013
JH127086	834084	838158	-	lcm_circ_0000006	4074	233	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015094	UNC45B	Nitsche2013
JH126576	839448	841744	-	lcm_circ_0000392	2296	212	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015096	mybphb	Nitsche2013
JH126577	803118	803268	-	lcm_circ_0000288	150	150	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000026654	TPM1	Nitsche2013
JH126593	2915506	2915675	*	lcm_circ_0000463	169	169	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126576	842899	854740	-	lcm_circ_0000393	11841	319	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015096	mybphb	Nitsche2013
JH126723	408584	408700	-	lcm_circ_0000086	116	116	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009712	DCAF6	Nitsche2013
JH127860	267335	267518	-	lcm_circ_0000574	183	183	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000008283	ISCU	Nitsche2013
JH126614	3849	14325	+	lcm_circ_0000368	10476	171	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000739	ddx21	Nitsche2013
JH127617	590065	590332	+	lcm_circ_0000171	267	267	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000012226	TNNT3	Nitsche2013
JH127617	263522	281915	+	lcm_circ_0000169	18393	11265	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, OVCODE, OVEXON, upstream_start	ENSLACT00000008440	TNNI2	Nitsche2013
JH126724	115986	120262	+	lcm_circ_0000544	4276	101	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004779	RPS20	Nitsche2013
JH126819	667965	668105	*	lcm_circ_0000206	140	140	muscle	None	INTERGENIC	None	None	Nitsche2013
JH128179	65098	65910	+	lcm_circ_0000371	812	812	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000000607	LEPRE1	Nitsche2013
JH127130	944539	944674	+	lcm_circ_0000591	135	135	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000026011	FKBP1B	Nitsche2013
JH127522	746247	753394	-	lcm_circ_0000616	7147	230	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014464	CTNNA1	Nitsche2013
JH127208	877071	877318	*	lcm_circ_0000038	247	247	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126824	251868	256909	-	lcm_circ_0000372	5041	291	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025575	SLC25A3	Nitsche2013
JH126564	403660	403897	-	lcm_circ_0000635	237	237	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000010242	prx (1 of 2)	Nitsche2013
JH126593	2921355	2921678	*	lcm_circ_0000462	323	323	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127047	721900	722051	+	lcm_circ_0000710	151	151	muscle	None	ALT_ACCEPTOR, coding, OVEXON, UTR3	ENSLACT00000013933	NEXN	Nitsche2013
JH128875	39203	40985	+	lcm_circ_0000760	1782	90	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000911	GPI	Nitsche2013
JH127243	757741	757854	-	lcm_circ_0000005	113	113	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000014553	XIRP2	Nitsche2013
JH127819	490070	495515	+	lcm_circ_0000497	5445	241	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000024940	ATP2A1	Nitsche2013
JH127671	309013	315784	+	lcm_circ_0000669	6771	123	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000009047	PFDN2	Nitsche2013
JH128221	513710	513960	*	lcm_circ_0000734	250	250	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126679	179670	179942	-	lcm_circ_0000270	272	272	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000004620	LDB3	Nitsche2013
JH126592	529047	529291	-	lcm_circ_0000757	244	244	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012172	ENSLACG00000010634	Nitsche2013
JH127645	201581	202324	-	lcm_circ_0000233	743	203	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006836	TPI1	Nitsche2013
JH127617	587426	591295	+	lcm_circ_0000174	3869	205	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000012226	TNNT3	Nitsche2013
JH127111	1135023	1135223	+	lcm_circ_0000568	200	200	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000017064	SPAG7	Nitsche2013
JH128683	325402	328950	-	lcm_circ_0000752	3548	3548	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000007913	ENSLACG00000006948	Nitsche2013
JH129091	69149	69345	*	lcm_circ_0000562	196	196	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126663	1073446	1075435	+	lcm_circ_0000527	1989	405	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000016720	CKM	Nitsche2013
JH126593	2293447	2293566	*	lcm_circ_0000449	119	119	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126577	802230	802479	-	lcm_circ_0000292	249	249	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000026654	TPM1	Nitsche2013
JH126578	190814	191011	-	lcm_circ_0000647	197	197	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000006699	COX7A1	Nitsche2013
JH128294	367710	368948	-	lcm_circ_0000148	1238	167	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008229	PDE4DIP	Nitsche2013
JH127271	294694	296750	-	lcm_circ_0000303	2056	91	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008746	RPS27A	Nitsche2013
JH127777	189702	189887	*	lcm_circ_0000622	185	185	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126583	1673940	1674207	*	lcm_circ_0000321	267	267	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127025	622868	668551	-	lcm_circ_0000405	45683	460	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011699	SMAP1	Nitsche2013
JH129396	243778	243941	-	lcm_circ_0000652	163	163	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000007821	zgc:92606	Nitsche2013
JH128364	448623	452423	-	lcm_circ_0000246	3800	155	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010759	ENSLACG00000009407	Nitsche2013
JH126583	1223390	1223505	-	lcm_circ_0000322	115	115	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000017362	PGAM2	Nitsche2013
JH126591	2795454	2798378	-	lcm_circ_0000284	2924	294	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020779	YBX1	Nitsche2013
JH126587	3340999	3342916	-	lcm_circ_0000129	1917	126	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021141	CSDE1	Nitsche2013
JH126831	1010942	1011353	*	lcm_circ_0000555	411	411	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127089	1222113	1226072	+	lcm_circ_0000586	3959	203	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000016990	MYO18B	Nitsche2013
JH127913	475869	476050	-	lcm_circ_0000705	181	181	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000011615	ZNF384	Nitsche2013
JH126891	1329325	1329505	-	lcm_circ_0000247	180	180	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017936	SNRNP70	Nitsche2013
JH127792	211874	212029	-	lcm_circ_0000211	155	155	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007087	FXR2	Nitsche2013
JH126593	2920719	2921400	*	lcm_circ_0000475	681	681	muscle	None	INTERGENIC	None	None	Nitsche2013
JH128167	199347	201133	-	lcm_circ_0000266	1786	185	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006891	FAM162B	Nitsche2013
JH127986	60922	64918	+	lcm_circ_0000662	3996	92	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002691	EIF3L	Nitsche2013
JH127729	41682	41890	+	lcm_circ_0000410	208	208	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002158	RPL15	Nitsche2013
JH126651	2979	3152	+	lcm_circ_0000442	173	173	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000454	ADIPOQ	Nitsche2013
JH128959	57920	58829	+	lcm_circ_0000395	909	205	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000558	FBXO9	Nitsche2013
JH126644	1398169	1401980	+	lcm_circ_0000346	3811	487	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026613	EMC10	Nitsche2013
JH128683	319222	319475	-	lcm_circ_0000746	253	134	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007913	ENSLACG00000006948	Nitsche2013
JH126912	446772	462799	-	lcm_circ_0000601	16027	326	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010997	MYO18A	Nitsche2013
JH127732	610958	624882	-	lcm_circ_0000735	13924	161	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013168	ATP6V1G1	Nitsche2013
JH127210	801432	803679	*	lcm_circ_0000425	2247	2247	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127674	250283	252535	+	lcm_circ_0000717	2252	359	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007576	MYOZ1	Nitsche2013
JH127872	478179	481512	+	lcm_circ_0000577	3333	161	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011626	SLC38A5	Nitsche2013
JH126602	2028740	2028997	+	lcm_circ_0000536	257	257	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000019790	VDAC1	Nitsche2013
JH127819	450014	450187	*	lcm_circ_0000500	173	173	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126592	517965	518840	+	lcm_circ_0000756	875	128	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000012023	RPL11	Nitsche2013
JH126876	698749	712209	-	lcm_circ_0000017	13460	156	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013935	TMOD4	Nitsche2013
JH127645	216672	216790	-	lcm_circ_0000227	118	118	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000006836	TPI1	Nitsche2013
JH126730	2125584	2135384	-	lcm_circ_0000446	9800	122	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020009	UQCRH	Nitsche2013
JH127336	78916	79094	-	lcm_circ_0000588	178	178	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002679	ANK2	Nitsche2013
JH127844	479373	481745	-	lcm_circ_0000117	2372	104	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011374	AKAP8L	Nitsche2013
JH127047	686241	687114	+	lcm_circ_0000713	873	419	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013933	NEXN	Nitsche2013
JH128364	452430	453441	-	lcm_circ_0000238	1011	217	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010759	ENSLACG00000009407	Nitsche2013
JH128734	318959	334851	*	lcm_circ_0000677	15892	15892	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126949	273343	273499	*	lcm_circ_0000101	156	156	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126690	1823706	1825276	-	lcm_circ_0000655	1570	134	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000019361	ARIH2	Nitsche2013
JH126587	2297150	2302212	+	lcm_circ_0000126	5062	341	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020178	CACNA1S	Nitsche2013
JH136740	326	1637	*	lcm_circ_0000123	1311	1311	muscle	None	INTERGENIC	None	None	Nitsche2013
JH128566	118947	121547	-	lcm_circ_0000614	2600	249	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004809	NSA2	Nitsche2013
JH127190	1054373	1061563	*	lcm_circ_0000390	7190	7190	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126596	1470984	1472583	+	lcm_circ_0000328	1599	102	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018426	SYNGR2	Nitsche2013
JH130687	50421	50528	*	lcm_circ_0000575	107	107	muscle	None	INTERGENIC	None	None	Nitsche2013
JH135335	1044	2000	*	lcm_circ_0000755	956	956	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126808	1755442	1755600	*	lcm_circ_0000249	158	158	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126564	387262	387477	-	lcm_circ_0000626	215	215	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000010242	prx (1 of 2)	Nitsche2013
JH127141	367391	367587	*	lcm_circ_0000029	196	196	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127645	581423	582822	-	lcm_circ_0000230	1399	286	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012798	gapdh	Nitsche2013
JH126887	1154627	1154902	+	lcm_circ_0000767	275	117	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000016885	CAPZA2	Nitsche2013
JH127149	792140	793852	+	lcm_circ_0000256	1712	300	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014830	pgk1	Nitsche2013
JH126876	712094	713016	-	lcm_circ_0000012	922	143	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013935	TMOD4	Nitsche2013
JH126563	8152246	8152371	-	lcm_circ_0000082	125	125	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000021893	TMBIM6	Nitsche2013
JH128683	249706	292832	-	lcm_circ_0000747	43126	917	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007913	ENSLACG00000006948	Nitsche2013
JH128683	294433	300390	-	lcm_circ_0000753	5957	545	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007913	ENSLACG00000006948	Nitsche2013
JH127233	590952	604581	-	lcm_circ_0000427	13629	657	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012219	ENSLACG00000010675	Nitsche2013
JH126645	190645	190789	*	lcm_circ_0000033	144	144	muscle	None	INTERGENIC	None	None	Nitsche2013
JH128380	184528	188028	+	lcm_circ_0000314	3500	128	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005348	ENSLACG00000004710	Nitsche2013
JH126614	14370	21588	+	lcm_circ_0000369	7218	201	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000739	ddx21	Nitsche2013
JH129198	211691	211853	*	lcm_circ_0000704	162	162	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126591	2793530	2798472	-	lcm_circ_0000278	4942	420	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020779	YBX1	Nitsche2013
JH127309	795882	796044	*	lcm_circ_0000161	162	162	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127964	114166	114379	-	lcm_circ_0000732	213	213	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000004752	MYL1	Nitsche2013
JH126594	2322041	2329149	-	lcm_circ_0000590	7108	684	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000020293	ARL6IP4	Nitsche2013
JH126748	1255081	1255851	+	lcm_circ_0000055	770	166	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017607	ENSLACG00000015392	Nitsche2013
JH126993	1094941	1161717	-	lcm_circ_0000072	66776	66776	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, OVCODE, OVERLAPTX, OVEXON, upstream_start	ENSLACT00000016873	ENSLACG00000014762	Nitsche2013
JH126577	809319	811620	-	lcm_circ_0000300	2301	165	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026654	TPM1	Nitsche2013
JH126831	1010942	1128563	*	lcm_circ_0000558	117621	117621	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126563	7472117	7472659	-	lcm_circ_0000078	542	96	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021871	PFKM	Nitsche2013
JH127645	585257	587183	-	lcm_circ_0000235	1926	179	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000024986	gapdh	Nitsche2013
JH126819	670222	671016	-	lcm_circ_0000197	794	138	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013795	IGFN1	Nitsche2013
JH126593	2295017	2295231	*	lcm_circ_0000464	214	214	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126593	2306411	2309958	-	lcm_circ_0000473	3547	421	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020263	actn3b	Nitsche2013
JH126923	744654	776747	+	lcm_circ_0000028	32093	398	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000013868	MEF2C	Nitsche2013
JH129740	7373	7554	-	lcm_circ_0000133	181	181	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON, UTR5	ENSLACT00000000139	CENPV	Nitsche2013
JH127617	533454	575773	+	lcm_circ_0000176	42319	402	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000012226	TNNT3	Nitsche2013
JH127661	338327	344525	+	lcm_circ_0000335	6198	194	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000009551	cox6a1 (3 of 4)	Nitsche2013
JH126962	416409	418094	-	lcm_circ_0000534	1685	167	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010682	ATP5B	Nitsche2013
JH129931	73148	73274	*	lcm_circ_0000136	126	126	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126593	2924318	2924503	*	lcm_circ_0000472	185	185	muscle	None	INTERGENIC	None	None	Nitsche2013
JH135013	2060	2243	*	lcm_circ_0000438	183	183	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126562	7326211	7326379	-	lcm_circ_0000168	168	168	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000021858	LRRC47	Nitsche2013
JH126564	385703	385888	-	lcm_circ_0000630	185	185	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000010242	prx (1 of 2)	Nitsche2013
JH128996	31918	32092	+	lcm_circ_0000512	174	174	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR5	ENSLACT00000002060	zgc:158296	Nitsche2013
JH128294	310707	311946	-	lcm_circ_0000153	1239	143	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008229	PDE4DIP	Nitsche2013
JH127277	546539	552877	-	lcm_circ_0000432	6338	251	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012354	RPL5	Nitsche2013
JH126593	2292426	2292648	*	lcm_circ_0000480	222	222	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126593	2309914	2310570	-	lcm_circ_0000450	656	264	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020263	actn3b	Nitsche2013
JH126771	642820	650023	+	lcm_circ_0000719	7203	507	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000013525	METTL21C	Nitsche2013
JH126593	2298616	2300413	-	lcm_circ_0000479	1797	311	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020263	actn3b	Nitsche2013
JH127208	1077043	1077258	*	lcm_circ_0000045	215	215	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126563	4061238	4061438	-	lcm_circ_0000079	200	200	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000021405	PTGES3	Nitsche2013
